id,comment_text,toxic,obscene
1cb23fb6efe48e6f,"I'M TELLING YOU! 

READ THIS: Talk:Walt Disney Mini Classics! I'M NOT GOING TO LEAVE YOU ALONE UNTIL YOU EXCEPT THIS!",0,0
0515d45ef91d15d3,Why don't you die?   talk,1,0
14642f2e240d8173,"""
So far, this is hearsay. I'd like to see a quote where Watson calls himself a """"classical liberal.""""  """,0,0
cb9ccbebf3baa950,Run and hide with censorship you dumb fuck!120.62.16.147,1,1
ce8876d54400673f,"You support the president!?
Do you like the smell of tax money down the drain and dead people being killed for a lost cause.",1,0
d2e775fe9e1002e8,"TAKE THE PICTURE OFF 

This is pornography.  Take it off this page.

 Xchanter",0,0
9e8d3e2d46ef86a0,"remember me 24...173 

You damn bastard. You happy that DORD blocked me for 1 year right?",1,1
72c23e598df59c2f,"""

 Piotrus contributions on Wikipedia's research for Oct 2012 edition 

I know it's early, but I've been reading  and thought I might as well review it. I'll post something here soon. | reply here """,0,0
7e452c5d0fa7b66c,fuck you...my wish...its a public property,1,1
1a29daffc556387d,"Rubbish

Airbus is rubbish, damn the A380 and the rest, throw Airbus' founder into the fire.  Boeing747 and 787 is the best.  Kill Airbus.  Delete the page!210.0.214.86",1,1
46818de827400492,"YOU ARE A PRICK 

ASSHOLE",1,1
4d303b4aa4b2c48f,"Why don't you get your tongue out of Shaikh's ass, no one gives a damn what he thinks of his own article on Wikipedia. The images are self-promotional and you know it.",1,1
5a25632fa43e461b,"Perhaps it is, but it is better than having some ass kissing friend of your unblock you. (  )",1,0
400637c613d18bba,"""
No it doesn't, it would say """"Banned"""" if they weren't allowed to nominate. """"Not eligible"""" should be used when at least one other housemate can nominate that week.   """,0,0
36f3c09c41e1bb6f,"""::::::::::Well, ignoring valid arguments just doesn't fly. We will get you to listen to and either repond to or concede the valid points. It's just a matter of time. And you guys, that much needs to be said in all fairness, are waisting a lot of our time with what amounts to one big WP:IDHT clusterf*ck. What with all the responding to made-up strawmen and the quick-archiving away """"difficult"""" postings. It's ridiculous, and Landon is right that we may have to seek wider community input unless a bunch of admins are willing to step in and put and end to this mess. Everyme 

""",0,0
cf9c7f1316f77336,dont post boiler plate crap; -),1,0
d3f05a37ac60c5a4,"""
Every tried an auto archiver? I'm curious how it handles the lack of timestamp on the """"My reply here"""" threads.   """,0,0
14a0d156a22db17b,"""

 The Burke Group 

In response,  I never provided where he went to school.   I added  he is a J.D.    RAther than delete he is a J.D. (Juris Doctor)  then refer to him as Dr.  David Burke?  A J.D. is a Doctor of Jurisprudence same as a Ph.D.   Why do you allow personal information that's good for you but not for others who might be interested in knowing more?  He was important enough to post an article so why do you think any reader will be satisfied with a sum total of data saying  he owns a rental property in Agoura Hills with a meaningless political contribution?  The property posted is a rental  where he no longer lives and maybe never did.   How is that useful in an article about organized labour? You said it yourself the article should be about the company.  But in actual fact, he IS the company.    He's a flight instructor whom I know from our FBO (Flight Base Operation).  Lots of people know him.   He hasn't contributed to Republicans for years.  Look at the site you  provided!!  Last one was 2004.  Why continue to keep outdated useless information?  The article cited by Dr. John Logan, a very learned fellow, contains some useful info but also contains factually incorrect information. Even he can make mistakes.   I am a lawyer and Logan is a British economist, and may understand E.U. law but does not understand U.S. labor law.  Just because he writes about it does not mean he understands it.  There is NO newspaper article about CDN that says employees were awarded from the Court of Appeals.  He wrote incorrectly.    The citation provided which corrects his article  is  from the court dockets.  Which is a better citation?    I provided the citation from  the law firm that WON the civil case against CDN!!   I removed nothing  about the case itself.... only corrected the information in such a way that the non legal lay person could understand the fundamental differences between NLRB law and DOL law and civil actions filed with the District Courts.   What John Logan wrote that you cite is liking saying someone was cited by the F.A.A. but tried at the D.M.V.!!!  Are you British?  F.A.A. is Federal Aviation Admin. and D.M.V. is Dept. of Motor Vehicles.  They are not related anymore than NLRB is to District Court or civil cases..   Burke works in NLRB jurisdiction and the case you cite is a Civil Action in District Courts not related.    If you want CDN  discussed,  first part is fine but the civil action is not.  there should be another topic developed in wikipedia for CDN.    Logan's article  used as a citation  lacks any credible legal citation connecting Burke to the civil case.   Only a legal citation should be used.   There are none available.    DJB is a very well known person and lots of lawyers both company and union know him. No matter which side of the aisle...this information is flawed.    If you are going to discuss legal issues then get them right.  Am I being picky?  Yes.  Inside the law you can't just throw something at the ceiling and hope it sticks.   Deleting FACTS for FICTION is beneath the dignity of what Wikipedia has strived to promote.    Why do you say the article contains everything anyone needs to know to justify deleting contributions?   How is that possible when Wikipedia is an opened forum for knowledgeable people to build and add more?  You think the sum total for the reader should be that Burke owns a rental property in Agoura HIlls?  How is that related to THe Burke Group?  Please stop  the generalities and provide  3 facts I contributed and tell me EXACTLY how the citation or """"tone"""" can be improved and let me do that.  Also, please define what is meant by """"tone"""".   By the way...are you a Wikipedia staff editor or administrator?  Thank you.  arabianrider  """,0,0
cbabbcb31a68700a,dude i said i was sorry what you dont give a fuck?!,1,1
f0960e1fadfc88a5,"Personal attacks (from Annonymous proxy)
Hi, i am Gabucho181, im attacking you and using IP proxy, youre a fucking shit, bitch............. 173.239.17.62",1,0
fad044ed69637c74,"""
IMO, it's completely irrelevant. A horrible film can be successful and a great film can be a commercial flop. """"Worst"""" refers to whether the film is so bad that someone (a reliable source) states there are no other films that are less good. It has nothing to do with whether or not it was well marketed. -   """,1,0
27adb2ab59a41880,Yea well kiss my fucker shit nuts!,1,1
0619319c6d36b912,"""
Your response required in achieving consensus
Hi please respond here > Talk:Assassinations_and_murders_attributed_to_the_LTTE#Consensus_to_redirect Talk """,0,0
1d5dadb2ebaf7879,Join the Mike Garcia Brigade. together we shall make Jimbo's balls fry!!! Email is john(price-per-unit)freeq(end-of-sentence)com,0,0
689cfbed898fbea0,"Hey man,imma vandal too and my ass got reported on the same page too...alot of gays on wiki eh man?",1,1
f34b28e44355924f,"""

I copy this from comfort women pages. It contains many references.

Why Korean comfort women during Korean War and why Korean collaborators? Because it is true. It all happened and it was all discuss probably before you were born. So we look to the academics and newspapers for reference.

From, The Construction of US Camptown Prostitution in South Korea: Transformation and Resistance by Lee, Na Young, 2006
 
'The term “comfort women” (wianbu) to refer to military prostitutes serving American soldiers signals the widespread acceptance of camptown prostitution as an inevitable means to entertain foreign soldiers. This term was commonly used in newspaper articles throughout the 1950s along with such phrases as “prostitutes catering to UN soldiers” and terms like yanggongju (Western princesses), or “UN madams” (woman getting a livelihood by serving UN soldiers).129 This usage continued during the 1960s and 1970s when camptown prostitution became more differentiated from non-U.S. military prostitution.  The Korean government’s policy on prostitution reflected its public’s perspectives on prostitution, which was, in the decades after the war, regarded as a necessary means to feed Korea’s impoverished population.'

The Chosun Ilbo or Daily News is major newspapers in South Korea 2,200,000 readers. Examples given are in Chosun Ilbo 23 August, 1960, it mentions, """"In Pup’yLng, some 150 'comfort women dealing with American troops'. Similar reports using the words """"comfort women"""" are: KyLnghyang Ilbo, 11/25/1955; Chosun ilbo, 11/08/1957; Chosun ilbo, 8/23/1960; Chosun ilbo, 12/03/1963. A “Comfort Women’s demonstration” is also reported in 1966. 

In the mid- to late-1960s, there were numerous articles in Chosun ilbo reporting crimes committed against camptown prostitutes by American soldiers that continued to used the term 'comfort women'. Korea college girls recruited for the Nangnang Club were also viewed as """"yanggongju"""" or comfort women (Seoul Sinmun 26 July, 1952; 10 October, 1953). Post-war military brothels were still known as comfort stations and the system based on the Japanese one.

In 1958, the Chosun ilbo also accounts for the number of women involved as 300,000. The women who served “one American husband” were called “yangbuin” (Western madam) instead of the usual """"yanggalbo"""" (western whore) who were generally treated by Korean society as “non-human beings”. Generally, the Yanggongju have been ignored in official Korean histories as a national shame until recent. 

Song-gun Chong in 1967 wrote, 3,000 so-called “comfort women” registered with the  Health Section of the Military and the Military Police Corps of the U.S. Army (“Current Situations of Korean Prostitutes and Countermeasures.” Pophak-nonchong 8:65-87.) 

You can download the main reference at http://www.lib.umd.edu/drum/bitstream/1903/4162/1/umi-umd-3959.pdf

References also arise in Yi, Imha. 2004a. The Korean War and Gende (Hankuk Chonjaengkwa Jaendo). Seoul: Sohaemunjip.

Have you seen The Women Outside: Korean Women and the U.S. Military. Directors J.T. Takagi and Hye Jung Park. 1995. 60 minutes. VHS?

Many of Korean women were also forced, tricked, financial compromised or even kidnapped into sexual slavery for American troops in South Korea. As example, the documentary features Yang Hyang Kim, who """"applied for a job in what she thought was a coffee house, only to be sold to a brothel outside Camp Stanley"""".

Same as Japanese Imperialists before them. They both documents how the Korean and American governments were involved, how Korean officials portrayed the women as “personal ambassadors” fulling their patriotic duty to nation by sexually servicing soldiers. The rape and murder of women by the pimps and the soldiers.

It says. """"Drawing upon interviews and testimonies, emphasize that many of the women who """"serve"""" the US military as so-called voluntary sex workers were in fact recruited in the same brutal ways as were their earlier counterparts in Japan's 'comfort system', that is, through coercion, trickery, and even force - because both Korean and American governmental interests have viewed men's access to female bodies for R & R as so crucial to military morale.""""

 Priorend  —Preceding unsigned comment added by  (talk • contribs)  """,0,0
fdd4e30b6f3f12a7,"D. I was just joking, and you know I've never aim to be offensive;-) Anyway, if you become hungry, I'm sorry for this... 
Now, Wikipedia is based on secondary sources. Here we have all secondary source claiming that Marco was born in Venice, and that is enough. I've no to provide any primary sources at all! If you claim that 5000 (or more) historians worked without using primary sources for their claim, you have to present a VERY good source.",0,0
4564596859ce8045,"The Above Info 

My friend Ketchuphed is a little girly, dont mind him. He aplogizes for everything.  I think our page is awesome and needs no changes.  So deal with it.  Thanks.",0,0
772aaa5e2f9316c8,"""

""""Generally speaking, thumbnails are the best way to display images."""" See Wikipedia:Picture_tutorial#Thumbnailing. The first figure looks silly as a thumbnail, but all the other figures look okay. """,0,0
b585dfa3a0b01d45,REDIRECT Talk:Black Legion (military unit),0,0
4a326ba11dafbad0,Perhaps a look at Talk:Stephanie_Adams#April 2012 article recreation would ease your concerns about the BLP issues?,0,0
69b349e6cfc70233,"the only source I could find for more details is at Toho Kingdom, but issues with RS may appear using it. I watched the full cut years ago and I get the general drift. The plot section is crap though.",0,0
4c4108637ee794d4,""":""""Racist"""" is a slur, and implying Jewish ownership of media, or working behind the scenes in a sovereign nation's capitol, reeks of anti-Semitism. Please don't play dumb and please sign your comments.  

""",1,0
01c9b62a5ec25bad,let me know and we can trade naked pics,1,0
6495f43fb3cfb717,"""your undo of my edit iis totaly stupid im redoing my edit and keeping it like it  —Preceding unsigned comment added by 91.108.67.134   """,1,0
f7fd19e7a6ea2209,"""How dare you filthy stinking whores disrupt my constructive editing of the Nazi Hellhole euphemistically called """"Johnson County.""""  Here I am working my ass off to provide decent, balanced and accurate information on this piss-hole joint and you mamby-pamby suck titties are constantly reverting what I say based upon the vague sobriquet """"vandalism""""  Well, suck titties, I have known some vandals in my day (none of them every coming from fascist Johnson County) and they are twice the men you Bible thumping wee wees will ever be.  I proudly wear the title """"vandal"""".  Now about Johnson County.  It SUCKS BALLS.  It's a haven for Nazi war criminals.  Its inhabitants are Nazi ferries (how's that for a mental image?).  Johnson County scored a perfect 10 on the National """"It blows"""" list for 2010, beating out Kabul Afghanistan as places God is most likely to insert the enema tube if he ever gives the Earth and enema.  
Hopefully you piss-ass reverters will let the truth stand.  BTW Jonhson County is a real shithole in case you were wondering.  

  
""",1,0
65c94b1b4661a252,"Attack LOL! 

Please don't attack?  Please.  What Neil did was worse than any attack I could have possibly made you liberal douchebag.  Go stick your finger up your own ahole, (which I'm sure you do daily anyway) you nerd.",1,1
a8b23c612d9fff4d,"Stick one of these  at the top of the page.  There's a fabulous range to choose from, but the nonsense one is the appropriate one for articles like that. -",0,0
46682b8676287801,"The biographers have discussed it. David Donald says that, “Modern physicians who have sifted the evidence agree that Lincoln never contracted the disease.”",0,0
188e77c7d64786f1,"Kind Sir, why dont you try to lick my butthole and put a trampoline up yours 

thank you.",1,1
188ec3b7baf66495,"Urgent!!!! 

Mind yo own fucken buisiness stop fucken changing my shit fuck you!!! eat a mutha fucken dick. Ill beat yo ass come find me nigga i go here!",1,1
b32ffb1e5d7838e1,"You do not address, however, the question of why, when a pro-council site link is allowed, an anti-council (or at least, if you look at the site, a pro-rate-payers) site is not allowed. Demiurge has decided, apparently by fiat, that my link to a forum on the subject of Bangor is not allowed. He has attemped to explain this as being a commercial site (if it was I think it would be a damn sight better looking!) or a site of my personal creation. This latter is not only reliant on Demiurge's psychic powers to determine, but is also wrong.

I can see no reason to remove the link and leave the council one intact. I would prefer removal of both to removal of either. To leave one side of the story represented and not the other is censorship, no matter what rationalisation Demiurge tries to place on it. There is a great deal of unhappiness in Bangor at the moment about the council's actions and accountability. It is not material which could be covered in a NPOV entry but I believe it certainly deserves a simple link to enable those people who are interested in the town to see that there is a forum for their grievances.

This is all the more important since the local newpaper has been threatened with legal action by officers of the council for even printing the URL which I have linked in. Thus, there is a real freedom of speech issue here. I have not attempted to force this view into the article, part of which I wrote as well as taking and gifting one of the photographs for, but instead simply placed a link in the place put aside for links to Bangor-related sites.

I require that some better defence of the removal of that link than Demiurge's personal opinion be presented. If it is not, then I will simply keep adding it via proxies for the forseeable future.",0,0
c0b66a468cfb4fe6,"""

Converses, they are amazing. if you are """"gangsta"""" they do wonders for you <3

When the U.S. entered World War II in 1941, Converse shifted production to manufacturing rubberized footwear, outerwear, and protective suits for the military. Widely popular during the 1950s and 1960s, Converse promoted a distinctly American image with its Converse Yearbook. Artist Charles Kerins created cover art that celebrated Converse's role in the lives of high school and college athletes.
Converse Jack Purcells

Through its shoes, Converse developed into an iconic brand, and came to be seen as the essential sports shoe. In the 1970s, Converse purchased the trademark rights to Jack Purcell sneakers from B.F. Goodrich.[2]

Converse lost much of its apparent near-monopoly from the 1970s onward, with the surge of new competitors, including Puma and Adidas, then Nike, Inc.Nike, then a decade later Reebok, who introduced radical new designs to the market. Converse found themselves no longer the official shoe of the National Basketball Association, a title they had relished for many years. While being employed at Converse, one of its employees, Jim Labadini (1968-78), created the chevron and star insignia / logo that still remains on most Converse footwear items that are not classic Chuck Taylors.

The loss of market share, combined with poor business decisions, forced Converse to file for bankruptcy on January 22, 2001. In April 2001, Footwear Acquisitions, led by Mardsen Cason and Bill Simon, purchased the brand from bankruptcy and added industry partners Jack Boys, Jim Stroesser, Lisa Kempa, and David Maddocks to lead the turnaround of America's Original Sports Company.

The new team drove Converse from the 16th largest footwear company to number 7 in less than 2 1/2 years, leading to a buyout by rival Nike on July 9, 2003 for $305 million, qualifying as the merger and acquisition of the year in 2003.[3]

Current NBA players wearing Converse include Kyle Korver, Maurice Evans, Udonis Haslem, Elton Brand, Louis Williams, Larry Sanders, Luke Harangody, and Chris Andersen. """"Big Baby"""" Glen Davis wore Converse mainly for away games for 2011-2012 while also wearing Nike for some home games. JJ Barea and Kirk Hinrich were former long-time endorsers who switched to Nike during the course of the 2011-2012 season.
Converse skateboarding

Converse launched its skateboarding program in 2009 with a team of """"ambassadors"""": Anthony Pappalardo, Nick Trapasso, Sammy Baca, Ethan Fowler, Raymond Molina, and Rune Glifberg.[4]

In 2012, the company added Jason Jessee and Mike Anderson to its ambassadors team.[5]
Shoes
Chuck Taylor All Star basketball shoe
Red Chuck Taylor All Star basketball shoe
For more details on this topic, see Chuck Taylor All Star.

The Chuck Taylor All Star shoe has developed a number of nicknames over the years, such as: """"Cons"""", """"Connies"""", """"Convics"""", """"Convos"""", """"Verses"""", """"Chuckers"""", """"Chucks"""", """"Converse"""", """"Chuckalos"""", """"Chuckies"""", """"Chuck Ts"""", or """"Chucker Boots"""" or """"Chuck Taylors"""" for the higher styles.[citation needed] For decades the Chuck Taylor All Star basketball shoe only came in black, with a white variant released in 1947. Under pressure from basketball teams Converse decided in 1966 to manufacture other colors. Different materials also began to be used, starting in the 1970s, including leather, suede and vinyl, and even hemp, rather than just canvas. Besides high-tops, low-cuts and later knee-high versions were produced.
The Weapon
The Weapon, manufactured in many different color schemes

In 1986, Converse released """"The Weapon"""" basketball shoe. Manufactured in two color schemes to match the kit colors of basketball teams, it has been available in both high-top and low cut varieties. The unique aspect of this shoe is the leather construction throughout, including the inside heel which is also heavily padded for comfort. Converse re-released """"The Weapon"""" classic (which Kobe Bryant wore at least three times in 2002 and Andre Miller wore numerous times in 2002 from mid August to early September) several times from 2001-2003 and after, """"The Loaded Weapon"""" in 2003, """"The Weapon 86"""" in 2008, and """"The Weapon EVO"""" in 2009.

The first endorsers of """"The Weapon"""" were Larry Bird and Magic Johnson, who were prominently featured in a Converse commercial set in Bird's hometown of French Lick, Indiana in 1986. They were also worn by Axl Rose in the Guns N' Roses music video """"Estranged"""".
Special editions
Converse fashion in Paris
Joshua Mueller, Guinness Book of World Records holder for largest collection of """"Chucks""""

Several special editions of Converse shoes have been made, including DC Comics, The Ramones, AC/DC the Sailor Jerry, Metallica, T",0,0
4e772c23f226458b,That's a load of crap. You are letting trolls vandalize his page and have made no effort to stop them. I am just protecting the page from their idiocy.,1,1
64018f5440eacd6b,"Limited-access road (reply) 

I'm sorry that I am so late in replying (and therefore responding at your Talk as well as my Talk).  I was not able to assist you, as SPUI had his chat friends block my account for reporting his repeated vandalism at WP:ANI, the usual place for reporting vandalism.  Actually, I didn't notice (I was watching a movie), until I was blocked from updating the Cfd daily rollovers later that night.

I see that the page is protected, and you should be able to edit in peace.  I'm afraid that I'm rather busy at the moment, as I have a couple of briefs due at the Court of Appeals.  But at my earlier edits, you'll find a reasonable set of references that SPUI kept reverting, also conforming to WP:LAYOUT.  The history really shouldn't be in the leading section, and the lede shouldn't have any references, as they belong in the body.",0,0
6bcf1d9dc3cd13b4,Date of birth required.,0,0
d986d46c76b216e5,U r a poopy little girl,1,0
a056d6e5e9475bc2,JD IS A RAGING HOMOSEXUAL FAGGOT WHO SHOULD BE EATEN ALIVE BY A PACK OF RABID BABOONS.,1,1
5c465df2075c7d33,"people making moronic jokes

Have no right to edit.",1,0
